id;Cod.;Descrizione;Tipologia;Categoria;Sottocategoria;Cod. Udm;Cod. Iva;Listino 1;Listino 2;Listino 3;Formula listino 1;Formula listino 2;Formula listino 3;Note;Cod. a barre;Internet;Produttore;Extra 1;Extra 2;Extra 3;Extra 4;Cod. fornitore;Fornitore;Cod. prod. forn.;Prezzo forn.;Note fornitura;Ord. a multipli di;Gg. ordine;Scorta min.;Ubicazione;Tot. q.tà caricata;Tot. q.tà scaricata;Q.tà giacenza;Q.tà impegnata;Q.tà disponibile;Q.tà in arrivo;Vendita media mensile;Stima data fine magazz.;Stima data prossimo ordine;Data primo carico;Data ultimo carico;Data ultimo scarico;Costo medio d'acq.;Ultimo costo d'acq.;Prezzo medio vend.;Stato magazzino;Immagine
371;00338;VIte LUNGA M12x180 Testa esagonale zincata FILETTO PARZIALE, per fissaggio micromovimenti profilatrice linea 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;2009;Marcattilii Guido;885737012180z;€ 2,14;;;0;0;SCAF 1 RIP3  POS1  PIANO 4;11;3;8;0;8;0;0,11;09/05/2032;07/05/2032;13/10/2023;20/05/2025;20/05/2025;€ 2,14;€ 2,14;;Regolare;00338 -- 000 (465).jpg
372;ALBERO-POMPA-COLLA;Albero (rotore) per pompa della colla;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ASCO POMPE;;;;;;;VR-256100623500;;;;0;0;SCAFFALE 2 PIANO 2;2;2;0;0;0;0;0,04;13/02/2026;13/02/2026;27/09/2021;27/09/2021;26/08/2024;;;;Esaurito;ALBERO-POMPA-COLLA -- 000 (124).jpeg
373;CAVO-ESTENSIBILE-GOMMA-RESISTENZE;CAVO-ESTENSIBILE-Gomma;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;8006412529513;;;;;;;2084;D'ELPIDIO S.R.L;5129;;;;30;2;SCAFFALE 8 PIANO 3;4;2;2;0;2;0;0,05;09/03/2029;13/01/2026;19/01/2023;19/01/2023;02/02/2026;;;;Da ordinare;CAVO-ESTENSIBILE-GOMMA-RESISTENZE -- 000 (390).jpg
374;00339;Cuscinetto a sfere KRR205 per tendicatena pressa linea 2400;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 41,97;;;[Prezzo forn.];;;;;;ina;;;;;2009;Marcattilii Guido;cuscinetto ina krr 205;€ 41,97;;;0;0;SCAF 15A RIP  POS1  PIANO8;5;2;3;0;3;0;0,1;09/07/2028;07/07/2028;08/07/2024;08/07/2024;20/05/2025;€ 41,97;€ 41,97;€ 41,97;Regolare;00339 -- 000 (514).jpg
375;10003;"kit per pistone di ritorno cutter
KIT-REVISIONE-PISTONE-RITORNO-CUTTER";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;"M/P4 1328a/1

nuovo codice NORQ44040AACAAT/88";;;norgreen;;;;;2047;Di Emidio Srl;NORQ44040AACAAT/88;€ 190,00;;;0;0;SCAF 1 P3  POSTO 4B;3;2;1;0;1;0;0,05;27/08/2027;27/08/2027;19/01/2023;30/10/2024;14/05/2025;€ 190,00;€ 190,00;;Regolare;10003 -- 000 (396).jpg
376;MANOMETRO-12BAR-1/8;Manometro a 12 bar;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;8010800037672;;;;;;;;;FIM B121217;;;;0;0;SCAFFALE 2 PIANO 4;10;2;8;0;8;0;0,04;04/09/2043;04/09/2043;24/09/2021;28/07/2023;14/04/2023;;;;Regolare;
377;00418;Manopole di serraggio spazzole colla in ottone con sede esagonale NUOVE;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;GINEVRO;;;;;2091;GINEVRO S.R.L.;;;;;0;0;SCAF 17A RIP  POS  PIANO 4;8;2;6;0;6;0;0,61;06/12/2026;04/12/2026;06/11/2025;14/11/2025;14/11/2025;;;;Regolare;00418 -- 000 (626).jpg
378;MOTORE-R17-DT80K4+RID.RE;Motore Spazzole Linea 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;https://www.sew-eurodrive.it/prodotti/motoriduttori/motoriduttori_standard/motoriduttore_ad_ingranaggi_cilindrici_rdr/motoriduttore_ad_ingranaggi_cilindrici_rdr.html#panel-800d8313-cc11-4d2f-aad3-b0fbe5259015-1;sew-eurodrive;;;;;2047;Di Emidio Srl;;;;2;120;1;;3;2;1;0;1;0;0,04;04/01/2028;15/10/2025;04/05/2022;14/03/2025;04/05/2022;;;;Da ordinare;MOTORE-R17-DT80K4+RID RE -- 000 (335).jpg
379;CO-119;Notching anvil male side 480each+gst;Art. con magazzino;RICAMBI LINEE;;pz;22;€ 303,70;;;[Prezzo forn.];;;;;;BradburyGroupAustralia;;;;;2073;Bradbury Group Australia;CO119;€ 303,70;;;0;0;SCAFFALE 1 PIANO 4;4;2;2;0;2;0;0,04;28/06/2030;28/06/2030;01/10/2021;28/11/2025;12/07/2024;;;€ 303,70;Regolare;CO-119 -- 000 (235).jpeg
380;PIASTRA-TEFLON-CUTTER;Piastra in teflon a 6 fori per cutter superiore e inferiore, piatra per evitare il graffio del ppannello;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;;;;;;;20;4;SCAFFALE 1 PIANO 4;21;2;19;0;19;0;0,05;;29/01/2049;19/01/2023;26/11/2025;30/03/2023;;;;Regolare;PIASTRA-TEFLON-CUTTER -- 000 (389).jpg
381;00355;"Pomolo a stella con colletto e boccola filettata M12
Pomolo a stella prof. inox A2 e boccola
POMOLO-STELLA-FF-PA/INOX-M12";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;4061975687562;;whurt;;;;;2013;Wurth Srl;5099310112;;;2;10;1;SCAF 12 RIP  POS  PIANO 6;4;2;2;0;2;0;0,53;06/06/2026;31/03/2026;23/10/2025;23/10/2025;26/11/2025;;;;Regolare;00355 -- 000 (569).jpg
382;POMPA-COLLA-1200/REVISIONATA;"Pompa colla per linea 1200 cod 3201
V-C432CA2BVC-
Pompa ASCO/VIKING MOD C.432 RV Viton";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 620,99;;;[Prezzo forn.] - 3%;;;;;;asco POMPE;;;;;2086;ASCO POMPE S.R.L.;V-C432CA2BVC- 3201;€ 640,20;ao17-2170;;0;0;SCAFFALE 2 PIANO 1;5;2;3;0;3;0;0,09;10/10/2028;10/10/2028;07/05/2024;06/02/2025;19/11/2024;€ 640,20;€ 640,20;;Regolare;POMPA-COLLA-1200-REVISIONATA -- 000 (507).jpeg
383;CONNETTORE-M12-5MT-4P;SCNEIDER CONNETTORE CON CAVO 5MT M12 90° 4 POLI XZCP1241L5;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;3389110763218;;SCNEIDER;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAFFALE 8 PIANO 3;8;2;6;0;6;0;0,06;10/10/2034;10/10/2034;27/03/2023;27/03/2023;07/07/2023;;;;Regolare;CONNETTORE-M12-5MT-4P -- 000 (402).jpg
384;SUPPORTO-L-POMPECOLLA-PREFORATO;Supporto per pompe della colla in acciario preforati e filettati;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;metaltrec;;;;;2011;Metaltrec Sas;;;;;0;0;;4;2;2;0;2;0;0,11;03/08/2027;03/08/2027;26/08/2024;26/08/2024;26/08/2024;;;;Regolare;
385;VALVOLA-SELETTRICE-G1/2;Valvola Selettrice G1/2 da 2,5 a 10 bar;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;imi norgreen;;;;;;;norm/20134/40;;m/20134/40;;0;0;SCAFFALE 2 PIANO 3;8;2;6;0;6;0;0,04;15/04/2039;15/04/2039;24/09/2021;09/03/2022;14/02/2022;€ 473,50;€ 486,19;;Regolare;
386;SEGER-EST-7435-25MM;Anello seger esterno 7435 mm25;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;attraversamneto carico lastre linea 1200;;;;vit7435.e10;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;gc06b2;€ 0,10;sconto 20%;;0;0;SCAFFALE 12PIANO 6;1;1;0;0;0;0;0,02;13/02/2026;13/02/2026;02/11/2021;02/11/2021;28/11/2025;€ 0,10;€ 0,10;;Esaurito;SEGER-EST-7435-25MM -- 000 (254).jpg
387;BLOCCHETTO-ECCENTRICO-SPAZZOLE;Blocchetto in ferro pieno C45 60x80xh21, con gola centrale 14x30, n, 4 fori m6;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 32,00;;;[Prezzo forn.];;;;;;metaltrec;;;;;2011;Metaltrec Sas;;€ 32,00;;4;15;1;SCAFFALE 12 PIANO 6;4;1;3;0;3;0;0,02;09/07/2037;02/09/2033;27/04/2022;27/04/2022;03/05/2022;€ 32,00;€ 32,00;€ 32,00;Regolare;BLOCCHETTO-ECCENTRICO-SPAZZOLE -- 000 (331).jpg
388;0533;Cilindrio di montaggio ruota per taglio lamiere;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;;;;;;;0;0;SCAF 12 RIP  POS  PIANO 6;9;1;8;0;8;0;0,03;19/02/2049;19/02/2049;30/03/2023;28/11/2025;21/03/2025;;;;Regolare;0533 -- 000 (420).jpg
389;CORONA-DENTATA-38;Corona per pompa colla a 38 denti;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 2 PIANO 2;3;1;2;0;2;0;0,02;17/11/2034;17/11/2034;27/09/2021;08/05/2024;22/12/2021;;;;Regolare;CORONA-DENTATA-38 -- 000 (148).jpeg
390;CUSCINETTO-3304-2RS;Cuscinetto a sfere 3304-2RS della NSK per rotazione vite senza fine cutter, da montare in accoppiamento con 6304-DDU;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 62,51;;;[Prezzo forn.];;;;;;nsk;;;;;2009;Marcattilii Guido;3304-2RS;€ 62,51;;;0;0;;3;1;2;0;2;0;0,06;17/01/2029;17/01/2029;27/08/2024;27/08/2024;27/08/2024;€ 62,51;€ 62,51;€ 62,51;Regolare;CUSCINETTO-3304-2RS -- 000 (521).jpg
391;CUSCINETTO-6304-DDU;Cuscinetto a sfere 6304 DDU della NSK per rotazione vite senza fine cutter, da montare in accoppiamento con 3304-2RS;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 8,63;;;[Prezzo forn.];;;;;;nsk;;;;;2009;Marcattilii Guido;6304-ddu;€ 8,63;;;0;0;;3;1;2;0;2;0;0,06;17/01/2029;17/01/2029;27/08/2024;27/08/2024;27/08/2024;€ 8,63;€ 8,63;€ 8,63;Regolare;CUSCINETTO-6304-DDU -- 000 (520).jpg
392;CUSCINETTO-6005ZZNR;Cuscinetto a sfere cod 6005-Zz nrC CON SEGER;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;attraversamneto carico lastre linea 1200;;;skf;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;cu6005ZZnr;€ 13,20;sconto 40%;;0;0;SCAFFALE 12 PIANO 5;5;1;4;0;4;0;0,02;16/06/2043;16/06/2043;14/10/2021;07/04/2023;22/12/2021;€ 13,20;€ 13,20;;Regolare;CUSCINETTO-6005ZZNR -- 000 (275).jpeg
393;CO-242;"Female side Notching blade 8mm 340 each+gst
femmina lato nord";Art. con magazzino;RICAMBI LINEE;;pz;22;€ 303,70;;;[Prezzo forn.];;;;;;BradburyGroupAustralia;;;;;2073;Bradbury Group Australia;CO242;€ 303,70;;;0;0;SCAFFALE 1 PIANO 4;3;1;2;0;2;0;0,02;10/11/2034;10/11/2034;01/10/2021;28/11/2025;11/02/2022;;;€ 303,70;Regolare;CO-242 -- 000 (231).jpeg
394;GHIERA-KM04;Ghiera di bloccaggio KM(L) con filettature metriche, vincolata sull'albero mediante rosetta di sicurezza serie MB04;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 4,64;;;[Prezzo forn.];;;;;;skf;;;;;2009;Marcattilii Guido;GHIERA KM04;€ 4,64;;;0;0;;4;1;3;0;3;0;0,06;06/07/2030;05/07/2030;27/08/2024;27/08/2024;27/08/2024;€ 4,64;€ 4,64;€ 4,64;Regolare;GHIERA-KM04 -- 000 (522).jpg
395;00346;GIUNTO ELASTICO PIENO TRASMISSIONE COMPLETO IN GHISA SERIE GR TIPO A 24-32  completo di anello Plasrtica;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 31,12;;;[Prezzo forn.];;;Per accoppiamento motori frese Vtr linea 1200 e 2400????;;;;;;;;2047;Di Emidio Srl;CHI.GET24/32BB;€ 31,12;;;0;0;SCAF 15A RIP  POS  PIANO 8;2;1;1;0;1;0;0,23;22/06/2026;22/06/2026;06/10/2025;06/10/2025;25/11/2025;€ 31,12;€ 31,12;;Regolare;00346 -- 000 (560).jpeg
396;00559;Guarnizione per ventosa diametro 160;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;;;;;;;;#10.0101.12063/1#SPK160MOSEPDM-15G1;;;;0;0;SCAFFALE 12 PIANO 2;10;1;9;0;9;0;0,02;;;23/09/2021;23/09/2021;05/02/2026;;;;Regolare;00559 -- 000 (78).jpg
397;00521;"GUIDA-25-R1605-204-31-L1012-26/26
Guida per pattino ALZANTE carico lastre ingresso frese";Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;rail25-r1605-204-31-l1012-26/26;€ 155,16;;1;0;1;SCAF 1  PIANO TERRA;3;1;2;0;2;0;0,03;08/04/2032;09/03/2029;17/01/2023;27/11/2025;08/03/2023;€ 155,16;€ 155,16;;Regolare;00521 -- 000 (369).jpeg
398;INDICATORI-POSIZIONE-MECCANICI-20;"Indicatori di posizione meccanici
a comando diretto, numeratore a 5 cifre, tecnopolimero";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;elesa;;;;;;;CE.82184;;;;0;0;SCAFFALE 12 PIANO 4;14;1;13;0;13;0;0,02;;;23/09/2021;22/04/2022;08/11/2022;;;;Regolare;INDICATORI-POSIZIONE-MECCANICI-20 -- 000 (80).jpg
399;MANOMETRO-10-BAR;Manometro a 10bar;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;;;;;;;;FIM B121217;;;;0;0;SCAFFALE 2 PIANO 3;2;1;1;0;1;0;0,02;29/06/2030;28/06/2030;30/09/2021;30/09/2021;29/09/2022;;;;Regolare;MANOMETRO-10-BAR -- 000 (217).jpeg
400;MODULO-PLC-OMRON-ID211;Modulo di ESPANSIONE A 16Dper plc omron;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;4548583424975;;omron;;;;;;;omrcj1wid211chn;€ 190,00;;;365;0;SCAFFALE 8 PIANO 3;2;1;1;0;1;0;0,03;11/03/2029;10/03/2028;18/01/2023;18/01/2023;29/11/2023;€ 190,00;€ 190,00;;Regolare;MODULO-PLC-OMRON-ID211 -- 000 (377).jpg
401;CO-240;Notching anvil female side 480each+gst;Art. con magazzino;RICAMBI LINEE;;pz;22;€ 303,70;;;[Prezzo forn.];;;;;;BradburyGroupAustralia;;;;;2073;Bradbury Group Australia;CO240;€ 303,70;;;0;0;SCAFFALE 1 PIANO 4;3;1;2;0;2;0;0,02;10/11/2034;10/11/2034;01/10/2021;28/11/2025;12/07/2024;;;€ 303,70;Regolare;CO-240 -- 000 (234).jpeg
402;POMPA-COLLA-2400;"Pompa colla per linea 2400 COD. 2745
V-C432-A2BPC- 2745";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 572,30;;;[Prezzo forn.] - 3%;;;;4-0425-1133-004;;ASCO POMPE;;;;;2086;ASCO POMPE S.R.L.;V-C432-A2BPC- 2745;€ 590,00;;;0;0;SCAFFALE 2 PIANO 1;8;1;7;0;7;0;0,02;;;22/09/2021;11/01/2023;30/10/2023;;;;Regolare;POMPA-COLLA-2400 -- 000 (47).jpeg
403;POMPA-COLLA-2400-USATA;Pompa colla per linea 2400 USATA;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;ao17-2170;;;;0;0;SCAFFALE 2 PIANO 1;1;1;0;0;0;0;0,02;13/02/2026;13/02/2026;27/09/2021;27/09/2021;08/05/2024;;;;Esaurito;
404;LAMPADA - QUARZO;Riscaldatore a raggi infrarossi con lampada alogena al quarzo dimensione 712x112x83 220-240v 50/80Hz;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;8010114766053;;MOEL;;;;;2084;D'ELPIDIO S.R.L;;;;;0;2;SCAFFALE 5 PIANO 3;2;1;1;0;1;0;0,02;01/07/2030;27/09/2021;28/09/2021;28/09/2021;12/01/2026;;;;Sotto scorta minima;LAMPADA - QUARZO -- 000 (175).jpeg
405;ROSETTA-MB04;Rosetta di sicurezza serie MB04 per ghiere km04;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 0,69;;;[Prezzo forn.];;;;;;skf;;;;;2009;Marcattilii Guido;ROSETTA MB04;€ 0,69;;;0;0;;4;1;3;0;3;0;0,06;06/07/2030;05/07/2030;27/08/2024;27/08/2024;27/08/2024;€ 0,69;€ 0,69;€ 0,69;Regolare;ROSETTA-MB04 -- 000 (523).jpg
406;00541;"ruota gommata per guida linea 1200
dimensioni 100 x 50 foro 30mm";Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;usata;;;;;;;;;;;;;;0;0;SCAF 16B RIP  POS  PIANO5;5;1;4;0;4;0;0,02;19/08/2043;19/08/2043;28/09/2021;28/09/2021;19/11/2021;;;;Regolare;00541 -- 000 (171).jpeg
407;00542;ruota in teflon dimensioni 101x56xforo 30mm;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16B RIP  POS  PIANO 5;13;1;12;0;12;0;0,02;;;28/09/2021;28/09/2021;19/11/2021;;;;Regolare;00542 -- 000 (170).jpeg
408;SENSORE-FOTOELETTRICO-M18-M12-1M;"Sensore fotoelettrico Cilindrico Omron, a diffusione, rilevamento 1 m, uscita PNP
sensore m18 reflex 1metro pnp m12";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;€ 44,21;;;[Prezzo forn.];;;;;;omRON;;;;;2084;D'ELPIDIO S.R.L;E3FA-DP23;€ 44,21;;;0;0;SCAF 9 P3  POSTO 1A;4;1;3;0;3;0;0,05;19/02/2031;19/02/2031;12/06/2024;12/06/2024;12/06/2024;€ 44,21;€ 44,21;€ 44,21;Regolare;SENSORE-FOTOELETTRICO-M18-M12-1M -- 000 (512).jpg
409;SENS-POS-PISTONI;Sensori di posizione pistoni ad aria;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;NORGREEN;;;;;;;M/50/LSU/5V;;;;0;0;SCAFFALE 8 PIANO 2;9;1;8;0;8;0;0,02;;;23/09/2021;14/10/2021;14/10/2021;;;;Regolare;
410;TESTA-PULSANTE-LUMINOSO-VERDE;Testa pulsante luminoso Ø22 - verde;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;3389110889802;;SCHNEIDER ELECTRONICS;;;;;;;ZB4BW333;;;;0;0;SCAFFALE 8 PIANO 1;2;1;1;0;1;0;0,02;05/07/2030;05/07/2030;24/09/2021;24/09/2021;25/07/2025;;;;Regolare;TESTA-PULSANTE-LUMINOSO-VERDE -- 000 (102).jpg
411;GUIDA-SNA20;Guida per pattino SNA 20 P1N;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;Guida Per pattini spazzole linea 2400;;;ISB;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;R20N;€ 61,32;;;0;0;SCAF 5 P3  POSTO;1;0,2;0,8;0;0,8;0;0;30/01/2043;30/01/2043;17/11/2021;17/11/2021;03/06/2024;€ 61,32;€ 61,32;;Regolare;GUIDA-SNA20 -- 000 (293).jpeg
412;PATTINO-2400;;Art. con magazzino;RICAMBI LINEE;MECCANICO;;22;;;;;;;;;;;;;;;;;;;;;0;0;;0;0;0;0;0;0;0;;;;;;;;;Esaurito;
413;00564;" LAMPADA LED ARANCIONE
V90/240AC";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;SIR;;;;;2084;D'ELPIDIO S.R.L;SIR38823;;;;0;0;SCAF 9 PIANO 2;1;0;1;0;1;0;0;;;12/02/2026;12/02/2026;;;;;Regolare;00564 -- 000 (744).jpg
414;MOTORE-DA63SG;"0,25KW
50hz
240v
1,16 A
2810min
109408197";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;INVENSIS;;;;;;;DA63SG;;usato;;0;0;SCAFFALE 7 PIANO 1;2;0;2;0;2;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;MOTORE-DA63SG -- 000 (168).jpeg
415;INTERRUTTORE-SALVAMOTORE-11LMS254T;"11LMS254T
Interruttore salvamotore, potere di int. Icu a 400V= 6kA, 2,5...4A";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;8013975017449;;LOVATOELECTRIC;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 1;4;0;4;0;4;0;0;;;28/06/2022;28/06/2022;;;;;Regolare;
416;CUSCINETTO-32303-A;32303-A FAG Cuscinetto A RULLI per vite senza fine morsa svolgitori linea 2400;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;4012801036009;;fag;;;;;2047;Di Emidio Srl;32303-A;;;;0;0;SCAF 12 P6  POSTO 3/B;5;0;5;0;5;0;0;;;04/03/2024;16/05/2024;;;;;Regolare;CUSCINETTO-32303-A -- 000 (491).jpg
417;CUSCINETTO-6208-2Z/C3;6208-2Z/C3 SKF Cuscinetto Radiale 40X80X18 Mm;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;NSK;;;;;2047;Di Emidio Srl;6208-2Z/C3;;;;0;0;SCAFFALE 5 PIANO 4;2;0;2;0;2;0;0;;;30/10/2023;30/10/2023;;;;;Regolare;CUSCINETTO-6208-2Z-C3 -- 000 (472).jpg
418;00353;Agolare Con smusso, per supporto vtr su profile linea 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ginevro;;;;;2091;GINEVRO S.R.L.;;;;4;10;2;SCAF 16A RIP1  POS5  PIANO4;2;0;2;0;2;0;0;;;10/10/2025;10/10/2025;;;;;Regolare;00353 -- 000 (567).jpeg
419;ALBERO-TORNITO-D35X1945;Albero tornito, diametro 35mm per 1945mm attraveramento carico lastre;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 1/2 PIANO TERRA;1;0;1;0;1;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;ALBERO-TORNITO-D35X1945 -- 000 (166).jpeg
420;SEGER-EST-7435-10MM;Anello seger esterno 7435 mm10;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;attraversamneto carico lastre linea 1200;;;;vit7435.e10;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;vit7435.e10;€ 0,03;;;0;0;SCAFFALE 12 PIANO 6 COLONNA 1;10;0;10;0;10;0;0;;;02/11/2021;02/11/2021;;€ 0,03;€ 0,03;;Regolare;SEGER-EST-7435-10MM -- 000 (285).jpg
421;SEGER-INT16;Anello seger esterno mm16 INTERNI;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;attraversamneto carico lastre linea 1200;;;;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;;;;;0;0;SCAFFALE 12 PIANO 6 COLONNA 1;12;0;12;0;12;0;0;;;21/06/2022;21/06/2022;;;;;Regolare;SEGER-INT16 -- 000 (344).jpg
422;ANELLO-SEGER-D33;Anello seger esterno mm33;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;attraversamneto carico lastre linea 1200;;;;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;;€ 0,03;;;0;0;SCAFFALE 12 PIANO 6 COLONNA 1;12;0;12;0;12;0;0;;;27/07/2023;27/07/2023;;€ 0,03;€ 0,03;;Regolare;ANELLO-SEGER-D33 -- 000 (433).jpg
423;ELETTROVALVOLA-V61-NUOVA;"Aria compressa, G1/4, 5/2, Solenoide/molla pneumatica
 2 ... 10 bar, -10 ... 50 °C
Pilota Interno, Comando manuale Bistabile, Corpo in Alluminio";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;IMI NORGREN;;;;;;;V61B513A-A2***;;;;0;0;SCAFFALE 1 PIANO 2;2;0;2;0;2;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;ELETTROVALVOLA-V61-NUOVA -- 000 (138).jpg
424;POSIZIONATORE-TACCA-TAGLIOFILO;Asta teflon di posizionamento per taglio filo;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;;;;;;;;;;;;30;1;SCAFFALE 1 PIANO 4;3;0;3;0;3;0;0;;;06/10/2021;19/01/2023;;;;;Regolare;POSIZIONATORE-TACCA-TAGLIOFILO -- 000 (252).jpeg
425;10001;"Attuatore pneumatico d.32 lungh corsa 180
PRA/802032/M/180";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;norGREN;;;;;2047;Di Emidio Srl;PRA/802032/M/180;;;;0;0;SCAF 1 P3  POSTO 5B;2;0;2;0;2;0;0;;;23/02/2022;23/02/2022;;;;;Regolare;10001 -- 000 (322).jpg
426;10002;"Attuatore pneumatico d.32 lungh corsa 200
PRA/802032/M/200/F/L";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;norGREN;;;;;2047;Di Emidio Srl;PRA/802032/M/200/F/L;;;;0;0;SCAFFALE 1 PIANO 3;2;0;2;0;2;0;0;;;31/01/2022;23/02/2022;;;;;Regolare;10002 -- 000 (321).jpg
427;PRA/802032/M/280;Attuatore pneumatico d.32 lungh corsa 280;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;norGREN;;;;;2047;Di Emidio Srl;PRA/802032/M/280;;;;0;0;SCAFFALE 1 PIANO 3;2;0;2;0;2;0;0;;;23/02/2022;23/02/2022;;;;;Regolare;PRA-802032-M-280 -- 000 (323).jpg
428;PRA/182032/M/280-ATTUATORE;Attuatore pneumatico d.32 lungh corsa 280 per tacca cutter sud;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;norGREN;;;;;2047;Di Emidio Srl;PRA/182032/M/280;;;;0;0;SCAFFALE 1 PIANO 3;2;0;2;0;2;0;0;;;31/01/2022;31/01/2022;;;;;Regolare;PRA-182032-M-280-ATTUATORE -- 000 (320).jpg
429;CO-157A;Ball ScrewNut 825;Art. con magazzino;RICAMBI LINEE;;pz;22;€ 522,07;;;[Prezzo forn.];;;;;;BradburyGroupAustralia;;;;;2073;Bradbury Group Australia;co157A;€ 522,07;;;0;0;SCAFFALE 1 PIANO 4;2;0;2;0;2;0;0;;;01/10/2021;01/10/2021;;;;;Regolare;CO-157A -- 000 (229).jpeg
