id;Cod.;Descrizione;Tipologia;Categoria;Sottocategoria;Cod. Udm;Cod. Iva;Listino 1;Listino 2;Listino 3;Formula listino 1;Formula listino 2;Formula listino 3;Note;Cod. a barre;Internet;Produttore;Extra 1;Extra 2;Extra 3;Extra 4;Cod. fornitore;Fornitore;Cod. prod. forn.;Prezzo forn.;Note fornitura;Ord. a multipli di;Gg. ordine;Scorta min.;Ubicazione;Tot. q.tà caricata;Tot. q.tà scaricata;Q.tà giacenza;Q.tà impegnata;Q.tà disponibile;Q.tà in arrivo;Vendita media mensile;Stima data fine magazz.;Stima data prossimo ordine;Data primo carico;Data ultimo carico;Data ultimo scarico;Costo medio d'acq.;Ultimo costo d'acq.;Prezzo medio vend.;Stato magazzino;Immagine
625;00502;PINZA SMAGLIA CATENA;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 1;1;0;1;0;1;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;00502 -- 000 (702).jpeg
626;PISTONE-ARIACOMPRESSA;Pistoncino per alzata attraversamnento lastre 1200 al carico lamiera;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;suspa;;;;;;;typ 16-2 01612016 500n 34/14;;;;0;0;SCAFFALE 3 PIANO 4;2;0;2;0;2;0;0;;;21/10/2021;21/10/2021;;;;;Regolare;
627;00529;plafoniera led L.1200 38,5W;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 6 PIANO 4;5;0;5;0;5;0;0;;;28/09/2021;28/11/2025;;;;;Regolare;00529 -- 000 (176).jpeg
628;00530;plafoniera led L.1500 51,5W;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 6 PIANO 4;2;0;2;0;2;0;0;;;28/11/2025;28/11/2025;;;;;Regolare;00530 -- 000 (716).jpeg
629;PLC-SCARICATORTE-1200;plc scaricatore linea 1200 power flex 70ac;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;usato;;;;;;;;;;;;;;0;0;SCAFFALE 9 PIANO 2;1;0;1;0;1;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;PLC-SCARICATORTE-1200 -- 000 (178).jpeg
630;KIT_CAMBIOPOMPA-1200;"Pompa colla per linea 1200 cod 3201
V-C432CA2BVC-
Pompa ASCO/VIKING MOD C.432 RV Viton";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 620,99;;;[Prezzo forn.] - 3%;;;;KIT_PRONTO_RICAMBIO-POMPA1200;;asco POMPE;;;;;2086;ASCO POMPE S.R.L.;V-C432CA2BVC- 3201;€ 640,20;ao17-2170;;0;0;SCAFFALE 2 PIANO 1;2;0;2;0;2;0;0;;;19/11/2024;19/11/2024;;€ 640,20;€ 640,20;;Regolare;KIT_CAMBIOPOMPA-1200 -- 000 (531).jpeg
631;POMPA-COLLA-2400/REVISIONATA;"Pompa colla per linea 2400 COD. 2745
V-C432-A2BPC- 2745";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;€ 572,30;;;[Prezzo forn.] - 3%;;;;;;ASCO POMPE;;;;;2086;ASCO POMPE S.R.L.;V-C432-A2BPC- 2745;€ 590,00;;;0;0;SCAFFALE 2 PIANO 1;1;0;1;0;1;0;0;;;08/05/2024;08/05/2024;;;;;Regolare;POMPA-COLLA-2400-REVISIONATA -- 000 (508).jpeg
632;00341;Pressostato per pompa del vuoto linea 1200 MOD.NUOVO;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;34D-V101G-DD1-AA;http://s.norgren.com/34d?t=34dv110gdd1aa;norGREN;;;;;2047;Di Emidio Srl;34D-V101G-DD1-AA;;;;0;0;SCAF 2 P4  POSTO 6B;1;0;1;0;1;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;00341 -- 000 (552).jpg
633;PROFILA-LAMIERA-1200-NUOVO;Profile per lamiere 1200 nuove evotecnica;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;;;;;;;0;0;SCAFFALE 5 PIANO 3;1;0;1;0;1;0;0;;;25/01/2022;25/01/2022;;;;;Regolare;PROFILA-LAMIERA-1200-NUOVO -- 000 (316).jpeg
634;00490;Puleggia dentata per cinghia dentata cario lastre 2400 TL 8M 30 Z40 B15 1615;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;sitpd20h200;€ 26,93;;;0;0;SCAF 15A RIP  POS  PIANO 7;2;0;2;0;2;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;00490 -- 000 (692).jpeg
635;PULSANTIERA-2P;PULSANTIERA A 2 TASTI, 1 NORM.APERTO E UNO NORM.CHIUSO;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 1;3;0;3;0;3;0;0;;;27/07/2023;27/07/2023;;;;;Regolare;PULSANTIERA-2P -- 000 (436).jpg
636;00545;PULSANTIERA A 3 TASTI;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 1;1;0;1;0;1;0;0;;;01/12/2025;01/12/2025;;;;;Regolare;00545 -- 000 (727).jpg
637;PUNTALE-62X25-FILO-FREDDO;Puntale per pistone di centraggio inferiore taglio filo freddo;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;30/03/2023;30/03/2023;;;;;Regolare;PUNTALE-62X25-FILO-FREDDO -- 000 (419).jpg
638;RACCORDO-FILETTATO-C432;Raccordo per testata pompa della colla modello C432;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;asco POMPE;;;;;2086;ASCO POMPE S.R.L.;c432;;;;0;0;SCAFFALE 2 PIANO 2;20;0;20;0;20;0;0;;;27/09/2021;06/11/2023;;;;;Regolare;RACCORDO-FILETTATO-C432 -- 000 (130).jpeg
639;REGOLATORE_PRESSIONE-10BAR-G3/8_MANOMETRO;regolatore di pressione a 10bar G3/8 con manometro incorporato piu staffa;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;noRGREN;;;;;2047;Di Emidio Srl;6609352;;;;0;0;SCAF 2 P3  POSTO 6/B;2;0;2;0;2;0;0;;;04/03/2024;04/03/2024;;;;;Regolare;REGOLATORE_PRESSIONE-10BAR-G3-8_MANOMETRO -- 000 (496).jpeg
640;REGOL-PRESS-G1/8-MOLLA100;"Regolatore per Applicazioni Generiche, G1/8"", PER PRESSIONE SPAZZOLE LINEA 1200";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;"Dettagli Tecnici

Medio:	Aria compressa
Temperatura di esercizio:	-20 ... 65 °C
Dimensioni della porta	G1/4
Manometro	Integrated gauge
Massima pressione d’ingresso:	20 bar
Regolazione della pressione di uscita	0.3 ... 10 bar
""Relieving e non relieving	Con sfiato
Certificazione - REACH	Disponibile su richiesta
Certificazione: conforme alla direttiva RoHS	Disponibile su richiesta
Certificazione - WEEE	NonWEEE
Classificazione - eClass 11	51050401
Classificazione - Codice HS	84812090
Classificazione - Codice HTS	8481200050
Classificazione - Specifica MIL	Disponibile su richiesta
Classificazione - Codice UNSPCS	27131603
Classificazione - US ECCN	EAR99
Dimensioni - Altezza	47 mm
Dimensioni - Lunghezza	115 mm
Dimensioni - Larghezza	56 mm
Intervallo	R82G
Serie	Excelon Plus
Marchio	Norgren";8010800151972;;norGREN;;;;;2047;Di Emidio Srl;NORR07-100-RKNG;;;;0;0;SCAFFALE 2 PIANO 4;5;0;5;0;5;0;0;;;28/07/2023;28/07/2023;;;;;Regolare;REGOL-PRESS-G1-8-MOLLA100 -- 000 (444).jpg
641;RELAY-STATO-SOLIDO-RM1A40A50;relay a stato solido RM1A40A50 gavazzi;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;5350035320464;https://gavazziautomation.com/index/search/nsc/HQ/lang/EN/search/Y/type/K;gavazzi;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 1;4;0;4;0;4;0;0;;;28/06/2022;28/06/2022;;;;;Regolare;RELAY-STATO-SOLIDO-RM1A40A50 -- 000 (353).jpg
642;RELE-24V-DC-7A;rele 55.34.9.024.0040 FINDER;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;finder;;;;;2084;D'ELPIDIO S.R.L;55.34.9.024.0040 FINDER;;;;0;0;SCAFFALE 9 PIANO 4;4;0;4;0;4;0;0;;;28/07/2023;28/07/2023;;;;;Regolare;RELE-24V-DC-7A -- 000 (453).jpg
643;RIDUTTORE-1/5-1200;Riduttore per motore 1/5 spazzole colla linea 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;varvel;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;KG5.014.105/G;€ 205,36;;;0;0;SCAFFALE 6 PIANO 1;2;0;2;0;2;0;0;;;12/12/2022;12/12/2022;;€ 205,36;€ 205,36;;Regolare;RIDUTTORE-1-5-1200 -- 000 (368).jpg
644;RIDUTTORE-1/9-2400;Riduttore per motore 1/9 spazzole colla linea 2400;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;varvel;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;kg5.014.105G;€ 205,36;;;0;0;SCAFFALE 6 PIANO 1;1;0;1;0;1;0;0;;;12/12/2022;12/12/2022;;€ 205,36;€ 205,36;;Regolare;RIDUTTORE-1-9-2400 -- 000 (367).jpg
645;RIPARTITORE-1P-160A;"Ripartitore Bticino 1P 160A per Profilato 35 per Guida DIN 8670/160
Average Rating: 5
5/5
1
recensioni
Brand: Bticino
Cod: BTI 8670/160
EAN: 8012199640396
Ripartitore Bticino 1P 160A per profilato DIN 35, numero morsetti: 2 da 35 a 50mmq, 7 da 1,5 a 6mmq, 2 da 6 a 16mmq, 2 da 10 a 25mmq.";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;BTICINO;;;;;2084;D'ELPIDIO S.R.L;8670/160;;;;0;0;SCAFFALE 8 PIANO 2;0;0;0;0;0;0;0;;;;;;;;;Esaurito;RIPARTITORE-1P-160A -- 000 (408).jpg
646;00463;Rondelle di Ottone diamentro 12x35x4  piastra morsa 2400;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ginevro;;;;;2091;GINEVRO S.R.L.;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;6;0;6;0;6;0;0;;;14/11/2025;14/11/2025;;;;;Regolare;00463 -- 000 (668).jpeg
647;00343;ROTAIA A SFERE ACCIAIO AL CARBONIO KSA-025-SNS-N-MA-AK;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;rex.guida-ksa;€ 290,00;;;0;0;;1;0;1;0;1;0;0;;;05/09/2025;05/09/2025;;€ 290,00;€ 290,00;;Regolare;00343 -- 000 (554).jpg
648;00528;Rullo in fe zn diametro 50 larghezza 1150mm;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 6 PIANO 4;10;0;10;0;10;0;0;;;28/09/2021;28/11/2025;;;;;Regolare;00528 -- 000 (165).jpeg
649;00527;Rullo in fe zn diametro 50 larghezza 1460mm;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 6 PIANO 4;1;0;1;0;1;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;00527 -- 000 (164).jpeg
650;RULLO-D50x650;rullo nero lunghezza 65cm diametro 50;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 5 PIANO 1;11;0;11;0;11;0;0;;;05/10/2021;05/10/2021;;;;;Regolare;RULLO-D50x650 -- 000 (239).jpeg
651;RUOTAALL-GOLA-FILO;ruota con gola per filo freddo;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;1;SCAFFALE 14 PIANO 2;5;0;5;0;5;0;0;;;31/10/2023;31/10/2023;;;;;Regolare;RUOTAALL-GOLA-FILO -- 000 (477).jpg
652;00342;"RUOTA DENTATA MOD. 3 Z26 CILINDRICA CON MOZZO
rulli di caricamento lamiere sup e inf";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;di emidio;;;;;2047;Di Emidio Srl;BEA401030026;;;;0;0;;6;0;6;0;6;0;0;;;05/09/2025;05/09/2025;;;;;Regolare;
653;00531;RUOTE GIREVOLI DIAMETRO 80 CON PER FILETTATO E FRENO;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16B RIP  POS  PIANO 5;5;0;5;0;5;0;0;;;28/11/2025;28/11/2025;;;;;Regolare;00531 -- 000 (717).jpeg
654;00336;"Sega Circolare per linea 2400
dim-400x....x.....";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;IS;;;;;;;un5b 0800;;;;0;0;SCAF 18A RIP1  POS4  PIANO5;0;0;0;0;0;0;0;;;;;;;;;Esaurito;
655;00335;"Sega Circolare per metalli non ferrosi
dim-300x3,5x30,00 z96";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;un5b 0800;;IS;;;;;;;un5b 0800;;;;0;0;SCAF 18A RIP1  POS3  PIANO5;2;0;2;0;2;0;0;;;20/05/2025;20/05/2025;;;;;Regolare;
656;SENS+CATADIOTTRO-S6T-5-B5-P;"SENSORE CON CATADIOTTRO INTEGRATO S6T-5-B5-P PNP.RRX.POLM12 CONN.10 30VDC
LINEA 2400";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;8027893005938;;DATASENSOR;;;;;;;S6T-5-B5-P;;;;0;0;SCAFFALE 9 PIANO 4;2;0;2;0;2;0;0;;;28/07/2023;28/07/2023;;;;;Regolare;SENS+CATADIOTTRO-S6T-5-B5-P -- 000 (452).jpg
657;00478;Sensore di prossimità induttivo OMRE2BM18KS08M1B1 PROXIMITY- SENSORE DI PROSSIMITA. LITE.10/30V;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;OMRON;;;;;2047;Di Emidio Srl;OMRE2BM18KS08M1B1;;;;0;0;SCAF 8 RIP  POS  PIANO 3;10;0;10;0;10;0;0;;;15/02/2024;15/02/2024;;;;;Regolare;00478 -- 000 (459).jpg
658;00475;"Sensore fotoelettrico Cilindrico 
sensore m18  m12 LUNGHEZZA FILETTO 40mm";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;€ 44,21;;;[Prezzo forn.];;;;;;omRON;;;;;2084;D'ELPIDIO S.R.L;E3FA-DP23;€ 44,21;;;0;0;SCAF 9 P3  POSTO 1A;0;0;0;0;0;0;0;;;;;;;;;Esaurito;00475 -- 000 (680).jpg
659;SENS-FOTOELETTRICO-42KL-F2LBSQ-F4;Sensore fotoelettrico PHOTOSWITCH, MiniSight, tacca colorata, 16 mm (0,63 pollici), 10,8-30 V CC - selezionabile LO o DO, Micro QD CC a 4 pin su pigtail da 152 mm (6 pollici);Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;rockwellautomation;;;;;;;42KL-F2LBSQ-F4;;;;0;0;SCAFFALE 8 PIANO 2;3;0;3;0;3;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;SENS-FOTOELETTRICO-42KL-F2LBSQ-F4 -- 000 (204).jpeg
660;SENSORE-LASER-MISURAZIONE-ZX1-LD50A81;Sensore per misurazione laser ZX1-LD50A81;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;nr;22;;;;;;;;4548583105829;https://assets.omron.eu/downloads/datasheet/en/v7/e416_zx1_smart_laser_sensor_with_built-in_amplifier_datasheet_en.pdf;omRON;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAFFALE 8 PIANO 3;2;0;2;0;2;0;0;;;27/06/2022;27/03/2023;;;;;Regolare;SENSORE-LASER-MISURAZIONE-ZX1-LD50A81 -- 000 (345).jpg
661;VITE-M8-10X50;Silent Cutters Sholder bolt M10 x 50 x M8;Art. con magazzino;RICAMBI LINEE;;pz;22;€ 1,54;;;[Prezzo forn.];;;;;;BradburyGroupAustralia;;;;;2073;Bradbury Group Australia;VIT7379M8-10X50;€ 1,54;;;0;0;SCAFFALE 1 PIANO 4;50;0;50;0;50;0;0;;;28/10/2021;28/10/2021;;€ 1,54;€ 1,54;;Regolare;VITE-M8-10X50 -- 000 (284).jpeg
662;MOTORE-SIMOTICS S-1FL6-1FL6;"SIMOTICS S-1FL6-1FL6 tensione di rete 3 AC 400 V PN=1 kW; NN=2000 1/min, M0=6 Nm; MN=4,78 Nm altezza d'asse 65 mm con connettore angolato ; trasduttore assoluto 20 bit 12 bit Multi-Turn con chiavetta, tolleranza N con freno di stazionamento grado di protezione IP65 con anello di tenuta compatibile con i convertitori SINAMICS V70&V90";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;DATASHET PRESENTE COME ALLEGATO;4042948674789;;icme;;;;;;;1p1fl6062-1ac61-2lb1;;usato;;0;0;SCAFFALE 9 PIANO 2;1;0;1;0;1;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;MOTORE-SIMOTICS S-1FL6-1FL6 -- 000 (163).jpg
663;SINAMICS-V90-SERVODRIVE;SINAMICS V90, with PROFINET Input voltage: 380-480 V 3 A -15%/+10% 3.8 A 45-66 Hz Output voltage: 0 – Input 3.0 A 0-330 Hz Motor: 0.75/1.0 kW Degree of protection: IP20 Size A, 80x180x200 (WxHxD);Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;4042948671825;https://mall.industry.siemens.com/mall/en/WW/Catalog/Product/6SL3210-5FE11-0UF0;SIEMENS;;;;;;;;;;;0;0;SCAFFALE 9 PIANO 2;1;0;1;0;1;0;0;;;28/06/2022;28/06/2022;;;;;Regolare;SINAMICS-V90-SERVODRIVE -- 000 (354).jpg
664;00512;SPAZZOLA DI CARBONE PER MOTORI ELETTRICI;Art. con magazzino;RICAMBI LINEE;;pz;22;€ 537,84;;;[Prezzo forn.];;;;;;BradburyGroupAustralia;;;;;2073;Bradbury Group Australia;co-345;€ 537,84;;;0;0;SCAF 15A RIP  POS  PIANO 7;11;0;11;0;11;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;00512 -- 000 (709).jpeg
665;SPINA-BLOCCAGGIO-POMPA-40x4x4;Spina per bloccaggio alberi delle pompe colla dim. 40x4x4mm;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 2 PIANO 2;11;0;11;0;11;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;
666;00505;STAFFA MORSE CUTTER E SEGA LINEA 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;"
Outer Diameter: 3.5433 in
Inner Diameter: 1.5748 in
Width: 0.9055 in";;;NSK;;;;;2047;Di Emidio Srl;6308-2ZJ;;;;0;0;SCAF 16A RIP  POS  PIANO 2;14;0;14;0;14;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;00505 -- 000 (703).jpeg
667;00568;STAFFA PROTEZIONE STELO SEGA LINEA 1200;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;NORGREN;;;;;2047;Di Emidio Srl;18-025-003;;;;0;0;SCAF 17A RIP  PIANO 4;1;0;1;0;1;0;0;;;12/02/2026;12/02/2026;;;;;Regolare;
668;STAFFA-REGOLATORE-18-025-003;STAFFA REGOLATORE DI PRESSXIONE NORGREEN SPAZZOLE COLLA LINEA 1200;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;746350108743;;NORGREN;;;;;2047;Di Emidio Srl;18-025-003;;;;0;0;SCAFFALE 2 PIANO 3;4;0;4;0;4;0;0;;;28/07/2023;31/10/2023;;;;;Regolare;STAFFA-REGOLATORE-18-025-003 -- 000 (445).jpg
669;STAFFE-LUBRIFICATORE;Staffe per lubrificatore;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;746350191493;;;;;;;;;4214-51;;;;0;0;SCAFFALE 2 PIANO 3;2;0;2;0;2;0;0;;;24/09/2021;24/09/2021;;;;;Regolare;
670;00464;STELI PISTONE CARICO LASTRE 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ginevro;;;;;2091;GINEVRO S.R.L.;;;;;0;0;SCAF 16A RIP  POS  PIANO 3;6;0;6;0;6;0;0;;;17/11/2025;17/11/2025;;;;;Regolare;
671;STUFA-ELETTRICA-CALDORE;Stufa elettrica;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;;;;caldore;;;;;;;0000070211;€ 101,18;;;0;0;SCAFFALE 5 PIANO 3;2;0;2;0;2;0;0;;;17/11/2021;17/11/2021;;€ 101,18;€ 101,18;;Regolare;
672;TERMOVENTILATORE-CALDORE;stufetta vortice caldorer termoventilata;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;VORTICE;;;;;;;;;;;0;0;SCAFFALE 0 PIANO 4;1;0;1;0;1;0;0;;;21/01/2022;21/01/2022;;;;;Regolare;TERMOVENTILATORE-CALDORE -- 000 (311).jpeg
673;00526;Supporto completo di cuscinetto foro 20  DRITTO CON 2 FORI;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;nachi;;;;;2047;Di Emidio Srl;supucf205;€ 32,43;;;0;0;SCAF 5P PIANO 2;5;0;5;0;5;0;0;;;28/11/2025;28/11/2025;;;;;Regolare;00526 -- 000 (715).jpg
674;SUPP-UCFL205-D25-DRITTO-4FORI;Supporto completo di cuscinetto foro 25 DRITTO;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;nachi;;;;;2047;Di Emidio Srl;supucfl205;€ 32,43;;;0;0;SCAF 5 P2  POSTO 3/A;3;0;3;0;3;0;0;;;04/03/2024;04/03/2024;;€ 32,43;€ 32,43;;Regolare;SUPP-UCFL205-D25-DRITTO-4FORI -- 000 (501).jpg
